KO,Label,Entrez_hsa,Name,EC
K24789,TOP6BL,79703,type 2 DNA topoisomerase 6 subunit B-like,"NA"
K24790,POSTN,10631,periostin,"NA"
K24791,C1RL,51279,complement C1r subcomponent-like protein ,3.4.21.-
K24792,CDCP2,200008,CUB domain-containing protein 2,"NA"
K24793,CUZD1,50624,CUB and zona pellucida-like domain-containing protein 1,"NA"
K24794,DCBLD,131566,"discoidin, CUB and LCCL domain-containing protein","NA"
K24794,DCBLD,285761,"discoidin, CUB and LCCL domain-containing protein","NA"
K24795,TBC1D12,23232,TBC1 domain family member 12,"NA"
K24796,TBC1D13,54662,TBC1 domain family member 13,"NA"
K24797,TBC1D16,125058,TBC1 domain family member 16,"NA"
K24798,TBC1D21,161514,TBC1 domain family member 21,"NA"
K24799,TBC1D25,4943,TBC1 domain family member 25,"NA"
K24800,TBC1D30,23329,TBC1 domain family member 30,"NA"
K24801,gp41,-1,HIV transmembrane fusion protein gp41,"NA"
K24802,RT,-1,HIV-1 reverse transcriptase / ribonuclease H ,2.7.7.49 2.7.7.7 3.1.26.13
K24803,IN,-1,HIV-1 integrase,"NA"
K24804,ZBTB14,7541,zinc finger and BTB domain-containing protein 14,"NA"
K24805,ZBTB21,49854,zinc finger and BTB domain-containing protein 21,"NA"
K24806,"ZBTB35, ZNF131",7690,zinc finger and BTB domain-containing protein 35,"NA"
K24807,ZBTB49,166793,zinc finger and BTB domain-containing protein 49,"NA"
K24808,BTBD17,388419,BTB/POZ domain-containing protein 17,"NA"
K24809,CCIN,881,calicin,"NA"
K24810,IBTK,25998,inhibitor of Bruton tyrosine kinase,"NA"
K24811,BTBD18,643376,BTB/POZ domain-containing protein 18,"NA"
K24812,HEATR3,55027,HEAT repeat-containing protein 3,"NA"
K24813,HEATR4,399671,HEAT repeat-containing protein 4,"NA"
K24814,"HEATR5, LAA1",54497,HEAT repeat-containing protein 5,"NA"
K24814,"HEATR5, LAA1",25938,HEAT repeat-containing protein 5,"NA"
K24815,HEATR6,63897,HEAT repeat-containing protein 6,"NA"
K24816,"MROH1, HEATR7A",727957,maestro heat-like repeat-containing protein family member 1,"NA"
K24817,"MROH2, HEATR7B",133558,maestro heat-like repeat-containing protein family member 2,"NA"
K24817,"MROH2, HEATR7B",339766,maestro heat-like repeat-containing protein family member 2,"NA"
K24818,"RIPOR, FAM65",79567,Rho family-interacting cell polarization regulator,"NA"
K24818,"RIPOR, FAM65",140876,Rho family-interacting cell polarization regulator,"NA"
K24818,"RIPOR, FAM65",9750,Rho family-interacting cell polarization regulator,"NA"
K24819,ndvA,-1,"ATP-binding cassette, subfamily B, beta-glucan exporter ",7.5.2.3
K24820,K24820,-1,"ATP-binding cassette, subfamily B, fatty acid transporter","NA"
K24821,"atm1, pexA",-1,"ATP-binding cassette, subfamily B, heavy metal transporter","NA"
K24822,LOXHD1,125336,lipoxygenase homology domain-containing protein 1,"NA"
K24823,PATL2,197135,protein PAT1 homolog 2,"NA"
K24824,RBM48,84060,RNA-binding protein 48,"NA"
K24825,ARMC7,79637,armadillo repeat-containing protein 7,"NA"
K24826,CRIPT,9419,cysteine-rich PDZ-binding protein,"NA"
K24827,SCNM1,79005,sodium channel modifier 1,"NA"
K24828,LCA5,150082,lebercilin,"NA"
K24828,LCA5,167691,lebercilin,"NA"
K24829,MINAR1,23251,major intrinsically disordered Notch2-binding receptor 1,"NA"
K24830,MINAR2,100127206,major intrinsically disordered Notch2-binding receptor 2,"NA"
K24831,ZAN,7455,zonadhesin,"NA"
K24832,IQCJ,654502,IQ domain-containing protein J,"NA"
K24832,IQCJ,100505385,IQ domain-containing protein J,"NA"
K24833,SCHP1,29970,schwannomin-interacting protein 1,"NA"
K24833,SCHP1,100505385,schwannomin-interacting protein 1,"NA"
K24834,GLIPR1,11010,glioma pathogenesis-related protein 1,"NA"
K24834,GLIPR1,256710,glioma pathogenesis-related protein 1,"NA"
K24834,GLIPR1,144321,glioma pathogenesis-related protein 1,"NA"
K24835,GLIPR2,152007,glioma pathogenesis-related protein 2,"NA"
K24836,"PI15, CRISP8",51050,peptidase inhibitor 15,"NA"
K24837,"IQCA, DRC11",79781,IQ and AAA domain-containing protein,"NA"
K24838,IQUB,154865,IQ and ubiquitin-like domain-containing protein,"NA"
K24839,"IQCD, DRC10",115811,IQ domain-containing protein D,"NA"
K24840,IQCF,389123,IQ domain-containing protein F,"NA"
K24840,IQCF,389124,IQ domain-containing protein F,"NA"
K24840,IQCF,401067,IQ domain-containing protein F,"NA"
K24840,IQCF,132141,IQ domain-containing protein F,"NA"
K24840,IQCF,440956,IQ domain-containing protein F,"NA"
K24841,"IQCG, DRC9",84223,IQ domain-containing protein G,"NA"
K24842,IQCH,64799,IQ domain-containing protein H,"NA"
K24843,ubiT,-1,O2-independent ubiquinone biosynthesis accessory factor UbiT,"NA"
K24844,ubiU,-1,O2-independent ubiquinone biosynthesis protein UbiU,"NA"
K24845,ubiV,-1,O2-independent ubiquinone biosynthesis protein UbiV,"NA"
K24846,pglK,-1,"ATP-binding cassette, subfamily B, bacterial PglK ",7.5.2.-
K24847,rlhA,-1,23S rRNA 5-hydroxycytidine C2501 synthase,"NA"
K24848,IFIT2,3433,interferon-induced protein with tetratricopeptide repeats 2,"NA"
K24849,IFIT3,3437,interferon-induced protein with tetratricopeptide repeats 3,"NA"
K24850,IFIT5,24138,interferon-induced protein with tetratricopeptide repeats 5,"NA"
K24851,ZNF142,7701,zinc finger protein 142,"NA"
K24852,ZNF341,84905,zinc finger protein 341,"NA"
K24853,ZNF462,58499,zinc finger protein 462,"NA"
K24854,K24854,-1,"damage-control phosphatase, subfamily II, stand-alone protein ",3.1.3.-
K24855,STCW,-1,hydroxyversicolorone monooxygenase ,1.14.13.-
K24856,AFLM,-1,"NADPH-dependent reductase","NA"
K24857,AFLX,-1,oxidoreductase AflX,"NA"
K24858,AFLY,-1,oxidoreductase AflY,"NA"
K24859,GP,-1,phenuiviridae envelopment polyprotein,"NA"
K24860,p110,-1,Rubivirus structral polyprotein,"NA"
K24861,E1,-1,HCV envelope glycoprotein E1,"NA"
K24862,gp46,-1,HTLV envelope surface glycoprotein gp46,"NA"
K24863,gp21,-1,HTLV envelope transmembrane protein gp21,"NA"
K24864,ARL6IP1,23204,ADP-ribosylation factor-like protein 6-interacting protein 1,"NA"
K24865,CDIN1,84529,CDAN1-interacting nuclease 1,"NA"
K24866,sirC,-1,precorrin-2 dehydrogenase ,1.3.1.76
K24867,nirN,-1,dihydro-heme d1 dehydrogenase,"NA"
K24868,nirJ,-1,heme d1 biosynthesis protein,"NA"
K24869,SCAPER,49855,S phase cyclin A-associated protein in the endoplasmic reticulum,"NA"
K24870,TMEM240,339453,transmembrane protein 240,"NA"
K24871,K24871,-1,ureidoglycine carbamoyltransferase ,2.1.3.-
K24872,yvoF,-1,heptaprenylglycerol acetyltransferase ,2.3.1.-
K24873,hepT,-1,heptaprenyl diphosphate synthase component 2 ,2.5.1.30
K24874,BSX,390259,brain-specific homeobox protein,"NA"
K24875,DBX,120237,homeobox protein DBX,"NA"
K24875,DBX,440097,homeobox protein DBX,"NA"
K24876,NOTO,344022,homeobox protein notochord,"NA"
K24877,VENTX,27287,homeobox protein VENTX,"NA"
K24878,ADNP2,22850,activity-dependent neuroprotector homeobox protein 2,"NA"
K24879,ZHX1,11244,zinc fingers and homeoboxes protein 1,"NA"
K24880,ZHX2,22882,zinc fingers and homeoboxes protein 2,"NA"
K24881,ZHX3,23051,zinc fingers and homeoboxes protein 3,"NA"
K24882,"NANOGNB",360030,"NANOG neighbor homeobox","NA"
K24883,HOMEZ,57594,homeobox and leucine zipper protein Homez,"NA"
K24884,HDX,139324,highly divergent homeobox,"NA"
K24885,HMBOX1,79618,homeobox-containing protein 1,"NA"
K24886,TOGARAM,165186,TOG array regulator of axonemal microtubules protein,"NA"
K24886,TOGARAM,23116,TOG array regulator of axonemal microtubules protein,"NA"
K24887,GTPBP1,9567,GTP-binding protein 1,"NA"
K24888,GTPBP2,54676,GTP-binding protein 2,"NA"
K24889,IRX,79191,iroquois-class homeodomain protein IRX,"NA"
K24889,IRX,10265,iroquois-class homeodomain protein IRX,"NA"
K24889,IRX,153572,iroquois-class homeodomain protein IRX,"NA"
K24889,IRX,79192,iroquois-class homeodomain protein IRX,"NA"
K24889,IRX,50805,iroquois-class homeodomain protein IRX,"NA"
K24889,IRX,79190,iroquois-class homeodomain protein IRX,"NA"
K24890,MKX,283078,homeobox protein Mohawk,"NA"
K24891,PKNOX,5316,homeobox protein PKNOX,"NA"
K24891,PKNOX,63876,homeobox protein PKNOX,"NA"
K24892,ARGFX,503582,arginine-fifty homeobox,"NA"
K24893,DMBX1,127343,diencephalon/mesencephalon homeobox protein 1,"NA"
K24894,DPRX,503834,divergent paired-related homeobox,"NA"
K24895,"DRGX, PRRXL1",644168,dorsal root ganglia homeobox protein,"NA"
K24896,DUX,503835,double homeobox protein,"NA"
K24896,DUX,100033411,double homeobox protein,"NA"
K24896,DUX,100288687,double homeobox protein,"NA"
K24896,DUX,26581,double homeobox protein,"NA"
K24896,DUX,26584,double homeobox protein,"NA"
K24897,HOPX,84525,homeodomain-only protein,"NA"
K24898,ISX,91464,intestine-specific homeobox,"NA"
K24899,LEUTX,342900,leucine-twenty homeobox,"NA"
K24900,MIXL1,83881,homeobox protein MIXL1,"NA"
K24901,OTP,23440,homeobox protein orthopedia,"NA"
K24902,RHOXF1,158800,rhox homeobox family member 1,"NA"
K24903,RHOXF2,727940,rhox homeobox family member 2,"NA"
K24903,RHOXF2,84528,rhox homeobox family member 2,"NA"
K24904,SEBOX,645832,homeobox protein SEBOX,"NA"
K24905,TPRX1,284355,tetra-peptide repeat homeobox protein 1,"NA"
K24906,wekT,-1,O18-antigen biosynthesis rhamnosyltransferase,"NA"
K24907,DIP2A,23181,disco-interacting protein 2 homolog A ,6.2.1.1
K24908,DIP2B,57609,disco-interacting protein 2 homolog B,"NA"
K24909,DIP2C,22982,disco-interacting protein 2 homolog C,"NA"
K24910,"ramA, amfB",-1,"ATP-binding cassette, subfamily B, bacterial RamA/AmfB","NA"
K24911,"ramB, amfA",-1,"ATP-binding cassette, subfamily B, bacterial RamB/AmfA","NA"
K24912,"ramR, amfR",-1,"LuxR family transcriptional regulator, transcriptional activator for aerial hyphae formation","NA"
K24913,"ramS, amfS",-1,lanthionine-containing peptide SapB,"NA"
K24914,"ramC, amfT",-1,probable SapB synthase,"NA"
K24915,TMEM175,84286,TMEM175 potassium channel family protein,"NA"
K24916,"ZNF521, EVI3",25925,zinc finger protein 521,"NA"
K24917,AAP,-1,amino acid permease,"NA"
K24918,TM4SF1,4071,transmembrane 4 L6 family member 1,"NA"
K24919,TM4SF4,7104,transmembrane 4 L6 family member 4,"NA"
K24920,TM4SF5,9032,transmembrane 4 L6 family member 5,"NA"
K24921,TM4SF18,116441,transmembrane 4 L6 family member 18,"NA"
K24922,TM4SF19,116211,transmembrane 4 L6 family member 19,"NA"
K24923,TM4SF20,79853,transmembrane 4 L6 family member 20,"NA"
K24924,RAPSN,5913,receptor-associated protein of the synapse,"NA"
K24925,SGTB,54557,small glutamine-rich tetratricopeptide repeat-containing protein beta,"NA"
K24926,TTC1,7265,tetratricopeptide repeat protein 1,"NA"
K24927,"TTC4, CNS1",7268,tetratricopeptide repeat protein 4,"NA"
K24928,TTC5,91875,tetratricopeptide repeat protein 5,"NA"
K24929,TTC6,319089,tetratricopeptide repeat protein 6,"NA"
K24930,TTC9,283237,tetratricopeptide repeat protein 9,"NA"
K24930,TTC9,23508,tetratricopeptide repeat protein 9,"NA"
K24930,TTC9,148014,tetratricopeptide repeat protein 9,"NA"
K24931,TTC17,55761,tetratricopeptide repeat protein 17,"NA"
K24932,"CFAP70, TTC18",118491,cilia- and flagella-associated protein 70,"NA"
K24933,TTC22,55001,tetratricopeptide repeat protein 22,"NA"
K24934,TTC23,153657,tetratricopeptide repeat protein 23,"NA"
K24934,TTC23,64927,tetratricopeptide repeat protein 23,"NA"
K24935,TTC27,55622,tetratricopeptide repeat protein 27,"NA"
K24936,TTC28,23331,tetratricopeptide repeat protein 28,"NA"
K24937,TTC29,83894,tetratricopeptide repeat protein 29,"NA"
K24938,"CFAP46, TTC40",54777,cilia- and flagella-associated protein 46,"NA"
K24939,"CWF19L1, DRN1",55280,CWF19-like protein 1,"NA"
K24940,CWF19L2,143884,CWF19-like protein 2,"NA"
K24941,"TTC36, HBP21",143941,tetratricopeptide repeat protein 36,"NA"
K24942,TTC38,55020,tetratricopeptide repeat protein 38,"NA"
K24943,TTC39,158219,tetratricopeptide repeat protein 39,"NA"
K24943,TTC39,22996,tetratricopeptide repeat protein 39,"NA"
K24943,TTC39,125488,tetratricopeptide repeat protein 39,"NA"
K24944,TTC41,-1,tetratricopeptide repeat protein 41,"NA"
K24945,ZC3H7,23264,zinc finger CCCH domain-containing protein 7,"NA"
K24945,ZC3H7,29066,zinc finger CCCH domain-containing protein 7,"NA"
K24946,TTC32,130502,tetratricopeptide repeat protein 32,"NA"
K24947,TTC34,100287898,tetratricopeptide repeat protein 34,"NA"
K24948,"yknZ, yvrN",-1,antimicrobial peptide resistance transport system permease protein,"NA"
K24949,"yknY, yvrO",-1,antimicrobial peptide resistance transport system ATP-binding protein ,7.6.2.-
K24950,"yknX, yvrP",-1,"membrane fusion protein, antimicrobial resistance system","NA"
K24951,yknW,-1,"membrane protein, antimicrobial resistance system","NA"
K24952,noxA,-1,nopaline oxidase subunit A,"NA"
K24953,noxB,-1,nopaline oxidase subunit B,"NA"
K24954,ooxA,-1,octopine oxidase subunit A,"NA"
K24955,ooxB,-1,octopine oxidase subunit B,"NA"
K24956,ZBTB8OS,339487,protein archease,"NA"
K24957,G,-1,Henipavirus glycoprotein G,"NA"
K24958,gE,-1,Varicella-zoster virus envelope glycoprotein E,"NA"
K24959,gH,-1,HHV6A/B envelope glycoprotein H,"NA"
K24960,gL,-1,HHV6A/B envelope glycoprotein L,"NA"
K24961,"gQ, U100",-1,HHV6A/B glycoprotein Q,"NA"
K24962,CCDC47,57003,PAT complex subunit CCDC47,"NA"
K24963,WDR83OS,51398,PAT complex subunit Asterix,"NA"
K24964,KIAA1109,84162,transmembrane protein KIAA1109,"NA"
K24965,CSF1,-1,protein CSF1,"NA"
K24966,gamR,-1,"GntR family transcriptional regulator, amino sugar utilization regulator","NA"
K24967,nagR,-1,"GntR family transcriptional regulator, N-acetylglucosamine utilization regulator","NA"
K24968,phnF,-1,"GntR family transcriptional regulator, repressor of the phnDCE operon","NA"
K24969,dasR,-1,"GntR family transcriptional regulator, nutrient-sensing system regulator","NA"
K24970,"TCF25, RQC1",22980,transcription factor 25,"NA"
K24971,"NEMF, RQC2",9147,nuclear export mediator factor NEMF,"NA"
K24972,purZ,-1,2-amino-2'-deoxyadenylo-succinate synthase ,6.3.4.25
K24973,DALRD3,55152,DALR anticodon-binding domain-containing protein 3,"NA"
K24974,METTL2,55798,tRNA N(3)-methylcytidine methyltransferase METTL2 ,2.1.1.-
K24974,METTL2,339175,tRNA N(3)-methylcytidine methyltransferase METTL2 ,2.1.1.-
K24975,METTL8,79828,mRNA N(3)-methylcytidine methyltransferase METTL8 ,2.1.1.-
K24976,"TRK, HKT",-1,Trk/Ktr/HKT type cation transporter,"NA"
K24977,PMP2,5375,myelin P2 protein,"NA"
K24978,A1CF,29974,APOBEC1 complementation factor,"NA"
K24979,BOLL,66037,protein boule-like,"NA"
K24980,DAZ,1617,deleted in azoospermia protein,"NA"
K24980,DAZ,1618,deleted in azoospermia protein,"NA"
K24980,DAZ,57054,deleted in azoospermia protein,"NA"
K24980,DAZ,57055,deleted in azoospermia protein,"NA"
K24980,DAZ,57135,deleted in azoospermia protein,"NA"
K24981,DND1,373863,dead end 1,"NA"
K24982,ENOX,55068,ecto-NOX disulfide-thiol exchanger,"NA"
K24982,ENOX,10495,ecto-NOX disulfide-thiol exchanger,"NA"
K24983,G3BP2,9908,Ras GTPase-activating protein-binding protein 2,"NA"
K24984,GRSF1,2926,G-rich sequence factor 1,"NA"
K24985,ribY,-1,putative riboflavin transport system substrate-binding protein,"NA"
K24986,ribX,-1,putative riboflavin transport system permease protein,"NA"
K24987,thiY,-1,putative thiamine transport system substrate-binding protein,"NA"
K24988,thiX,-1,putative thiamine transport system permease protein,"NA"
K24989,thiZ,-1,putative thiamine transport system ATP-binding protein,"NA"
K24990,RBMS,27303,"RNA-binding motif, single-stranded-interacting protein","NA"
K24990,RBMS,5937,"RNA-binding motif, single-stranded-interacting protein","NA"
K24990,RBMS,5939,"RNA-binding motif, single-stranded-interacting protein","NA"
K24991,MTHFSD,64779,methenyltetrahydrofolate synthase domain-containing protein,"NA"
K24992,MYEF2,50804,myelin expression factor 2,"NA"
K24993,PSPC1,55269,paraspeckle component 1,"NA"
K24994,RALYL,138046,RNA-binding Raly-like protein,"NA"
K24995,E1.1.1.425,-1,levoglucosan dehydrogenase ,1.1.1.425
K24996,STEEP1,63932,STING ER exit protein,"NA"
K24997,GDAP2,54834,ganglioside-induced differentiation-associated protein 2,"NA"
K24998,fbiB,-1,dehydro coenzyme F420 reductase / coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase ,1.3.8.17 6.3.2.31 6.3.2.34
K24999,RAVER1,125950,ribonucleoprotein PTB-binding 1,"NA"
K25000,RAVER2,55225,ribonucleoprotein PTB-binding 2,"NA"
K25001,S1,-1,SARS coronavirus spike protein S1,"NA"
K25002,S2,-1,SARS coronavirus spike protein S2,"NA"
K25003,E,-1,Flavivirus envelope protein E,"NA"
K25004,MTHFR,4524,methylenetetrahydrofolate reductase (NADPH) ,1.5.1.53
K25005,RBM11,54033,splicing regulator RBM11,"NA"
K25006,RBM24_38,55544,RNA-binding protein 24/38,"NA"
K25006,RBM24_38,221662,RNA-binding protein 24/38,"NA"
K25007,metV,-1,methylenetetrahydrofolate reductase (NADH) small subunit,"NA"
K25008,rnfC2,-1,ion-translocating oxidoreductase complex subunit C ,7.-.-.-
K25009,E1.5.1.20,-1,methylenetetrahydrofolate reductase [NAD(P)H] ,1.5.1.20
K25010,GE,-1,(4-O-methyl)-D-glucuronate---lignin esterase ,3.1.1.117
K25011,nsp1,-1,SARS coronavirus host translation inhibitor nsp1,"NA"
K25012,nsp2,-1,SARS coronavirus non-structural protein 2,"NA"
K25013,nsp3,-1,SARS coronavirus non-structural protein 3,"NA"
K25014,nsp4,-1,SARS coronavirus non-structural protein 4,"NA"
K25015,nsp5,-1,SARS coronavirus 3C-like proteinase,"NA"
K25016,nsp6,-1,SARS coronavirus non-structural protein 6,"NA"
K25017,nsp7,-1,SARS coronavirus non-structural protein 7,"NA"
K25018,nsp8,-1,SARS coronavirus non-structural protein 8,"NA"
K25019,nsp9,-1,SARS coronavirus non-structural protein 9,"NA"
K25020,nsp10,-1,SARS coronavirus non-structural protein 10,"NA"
K25021,nsp12,-1,SARS coronavirus RNA-directed RNA polymerase,"NA"
K25022,nsp13,-1,SARS coronavirus helicase,"NA"
K25023,nsp14,-1,SARS coronavirus proofreading exoribonuclease,"NA"
K25024,nsp15,-1,SARS coronavirus uridylate-specific endoribonuclease,"NA"
K25025,nsp16,-1,SARS coronavirus 2'-O-methyltransferase,"NA"
K25026,glk,-1,glucokinase ,2.7.1.2
K25027,btuC,-1,cobalamin transport system permease protein,"NA"
K25028,btuD,-1,cobalamin transport system ATP-binding protein ,7.6.2.8
K25029,OTOA,146183,otoancorin,"NA"
K25030,"OTOG, OTOGL",340990,otogelin,"NA"
K25030,"OTOG, OTOGL",283310,otogelin,"NA"
K25031,gntK,-1,gluconokinase ,2.7.1.12
K25032,K25032,-1,alpha-aminoadipate-LysW ligase/glutamate-LysW ligase ,6.3.2.43 6.3.2.60
K25033,"chdC, hemQ",-1,hydrogen peroxide-dependent heme synthase ,1.3.98.5
K25034,btuF,-1,cobalamin transport system substrate-binding protein,"NA"
K25035,rlp,-1,S-methyl-5-thioribulose 1-phosphate isomerase ,5.3.3.23
K25036,ESM1,11082,endothelial cell-specific molecule 1,"NA"
K25037,PODN,127435,podocan,"NA"
K25038,PODNL1,79883,podocan-like protein 1,"NA"
K25039,"PAQR7, MPRA",164091,membrane progestin receptor alpha,"NA"
K25040,"PAQR8, MPRB",85315,membrane progestin receptor beta,"NA"
K25041,"PAQR5, MPRG",54852,membrane progestin receptor gamma,"NA"
K25042,HHT,-1,hydroxycinnamoyl-CoA:5-hydroxyanthranilate N-hydroxycinnamoyltransferase ,2.3.1.302
K25043,LGK,-1,levoglucosan kinase ,2.7.1.232
K25044,oleBC,-1,cis-3-alkyl-4-acyloxetan-2-one decarboxylase / olefin beta-lactone synthetase ,4.1.1.114 6.1.3.1
K25045,xacG,-1,L-arabinose/D-xylose transport system substrate-binding protein,"NA"
K25046,xacH,-1,L-arabinose/D-xylose transport system permease protein,"NA"
K25047,xacI,-1,L-arabinose/D-xylose transport system permease protein,"NA"
K25048,TMEM106B,54664,transmembrane protein 106B,"NA"
K25049,TMEM106A,113277,transmembrane protein 106A,"NA"
K25050,TMEM106C,79022,transmembrane protein 106C,"NA"
K25051,MA,-1,HTLV-1 matrix protein,"NA"
K25052,CA,-1,HTLV-1 capsid protein,"NA"
K25053,NC,-1,HTLV-1 nucleocapsid protein,"NA"
K25054,PR,-1,HTLV-1 protease ,3.4.23.-
K25055,RT,-1,HTLV-1 reverse transcriptase / ribonuclease H ,2.7.7.49 2.7.7.7 3.1.26.4
K25056,IN,-1,HTLV-1 integrase,"NA"
K25057,"PSIP1, LEDGF",11168,PC4 and SFRS1-interacting protein,"NA"
K25058,CACTIN,58509,cactin,"NA"
K25059,SDE2,163859,replication stress response regulator SDE2,"NA"
K25060,CYP87D18,-1,cucurbitadienol 11-hydroxylase ,1.14.14.71
K25061,lipL,-1,uridine-5'-phosphate dioxygenase ,1.14.11.49
K25062,abnE,-1,arabinooligosaccharide transport system substrate-binding protein,"NA"
K25063,abnF,-1,arabinooligosaccharide transport system permease protein,"NA"
K25064,abnJ,-1,arabinooligosaccharide transport system permease protein,"NA"
K25065,HDGFL2,84717,hepatoma-derived growth factor-related protein 2,"NA"
K25066,L2,-1,Adenoviridae penton base protein,"NA"
K25067,fcsSBP,-1,fucose transport system substrate-binding protein,"NA"
K25068,K25068,-1,fucose transport system permease protein,"NA"
K25069,K25069,-1,fucose transport system permease protein,"NA"
K25070,DTWD1,56986,tRNA-uridine aminocarboxypropyltransferase ,2.5.1.25
K25071,A26L,-1,Orthopoxvirus protein A26,"NA"
K25072,crtNc,-1,"4,4'-diapolycopenoate synthase ",1.2.99.10
K25073,cruO,-1,1'-hydroxy-gamma-carotene C-4' ketolase,"NA"
K25074,crtU,-1,carotenoid chi-ring synthase ,1.3.99.40
K25075,PTS,-1,pterocarpan synthase ,4.2.1.139
K25076,KHDC3,154288,KH domain-containing protein 3,"NA"
K25077,OOEP,441161,oocyte-expressed protein,"NA"
